,Tweet,Label,preprocessing_text,text_len
1869,@Sae55094207 @msaid_didu ini mah perampok bukan aparat melainkan keparat,0,rampok bukan aparat keparat,4
1870,"@lalunaleni @dera_deradera @AREAJULID Wah asu juga ya keparat-keparat ini wkwkw. Yang nyari siapa, yang nyita siapa, yang disuruh nebus siapa",1,wah anjing keparat keparat wkwk cari siapa sita siapa suruh tebus siapa,12
1871,@GrsJulius Jadi klo kawan kita yg bilang Firaun ga bisa disebut Manusia Keparat ya?,0,jadi kalau kawan bilang firaun sebut manusia keparat,8
1872,"@FaktaSepakbola Lu Zaenudin Amali. Sama saja kaya yang lain parasit muka tembok kerjanya cuma bikin malu, tugas lu dimenpora aja ga pernah beres, udah ngerasa jadi orang paling berpengaruh aja kelakuannya, dasar keparat! Orang gak jelas kenapa selalu jadi pemimpin dinegri ini? @KEMENPORA_RI",1,kamu zaenudin amal sama parasit muka tembok kerja cuma bikin malu tugas kamu dimenpora pernah beres rasa jadi orang paling pengaruh laku dasar keparat orang jelas selalu jadi pimpin negeri,30
1873,"@GrsJulius Kasihan NK dong, punya suami manusia laknat… ehh manusia keparat",1,kasihan natural killer dong punya suami manusia laknat eh manusia keparat,11
1874,Mati kau dasar kecoak keparat! Jangan pernah datang ke toiletku lagi,0,mati kamu dasar kecoak keparat jangan pernah datang toilet,9
1875,@Irwan2yah1 Bocah2 keparat macem gini emang kudu dibikin cacat seumur idup. Remukin telapak tangan atau kakinya.,1,bocah keparat macam begini memang buat cacat umur hidup remuk telapak tangan kaki,13
1876,@Pemuja_Cinta01 Pejabat keparat selalu khianati rakyat.,1,jabat keparat selalu khianat rakyat,5
1877,PMS keparat. Mood swing bgst.,0,pms keparat suasana hati swing bangsat,6
1878,@MprAldo Tunggulah kehancuran kalian Rezim keparat. Kami sudah muuuuak dgn tipu daya yg kalian Buat… Masyarakat sdh bisa menilai permainan yg kalian main kan… drama dan Sinetron yg kalian peran kn bisa kami baca arahnya kemana.. Kalian PKI Asli. Ingat kalian semua akan hancur,1,tunggu hancur kalian rezim keparat muak tipu daya kalian buat masyarakat nilai main kalian main kan drama sinetron kalian peran kan baca arah kalian partai komunis indonesia asli ingat kalian semua hancur,32
1879,@GrsJulius Jangan kau balas dengan ketidakbaikan juga. Nanti akhirnya sama aja jadinya. Satu bilang Firaun satunya bilang manusia keparat,0,jangan kamu balas ketidakbaikan akhir sama jadi satu bilang firaun satu bilang manusia keparat,14
1880,@sinon_27_ Tifa dan gerombolan kadrun keparat hny brisik di medsos sj. Sdh gt Pengecut. Kalah adu argument main block spt kadrun lain nya.,1,tifa gerombol kadrun keparat berisik media sosial kecut kalah adu argumen main blok surat pemberitahuan tahun kadrun nya,18
1881,"@HelmiFelis_ Berjuang tanpa senjata, sdg lawannya para keparat bersenjata, ya tinggal tunggu siapa yg mau duluan jadi martir",0,juang senjata sedang lawan keparat senjata tinggal tunggu siapa mau lebih jadi martir,13
1882,@GrsJulius Kalau keparat jangan dipajanglah,0,kalau keparat jangan pajang,4
1883,"Indonesia Butuh produk hukum seperti ini untuk menghukum penjahat kelas kakap, bukan membela Para Keparat kelas kakap bodoh yang sudah melakukan tindakan kejahatan kelas tinggi dan berubah menjadi munafik menjadi """"Sopan. baik. Masalah gender. Justice collaborator.""",0,indonesia butuh produk hukum hukum jahat kelas kakap bukan bela keparat kelas kakap bodoh laku tindak jahat kelas tinggi ubah jadi munafik jadi sopan baik masalah gender justice collaborator,29
1884,"@mlgcollective Setelah kegagalan mengamankan fasilitas di GDS yg dirusak suporter ,aparat polisi coba inovasi  mengamankan  fasilitas stadion saat penonton rusuh, dgn gas air mata dan terjadilah Korban berjatuhan yg menewaskan 135 orang, Disini jelas aparat keparat main2 dg nyawa manusia",0,gagal aman fasilitas gds rusak suporter aparat polisi coba inovasi aman fasilitas stadion tonton rusuh gas air mata jadi korban jatuh tewas orang sini jelas aparat keparat main nyawa manusia,30
1885,@Steven__Pegel Mendidih darah liatnya.... Cina keparat… Eh… malah perkerja lokal yg ditangkap…,0,didih darah lihat cina keparat eh malah kerja lokal tangkap,10
1886,"@Apin49416872 @Tita83079013 @jokowi Aparat sekarang kebanyakan jd KEPARAT, anda tdk melihat kejadian kemarin? aparat hanya berdiri seperti patung melihat kejadian itu,lihat kepala daerah sdh kebanyakan disusupi oleh ajaran Islam radikal intoleran..",0,aparat sekarang banyak jadi keparat lihat jadi kemarin aparat diri patung lihat jadi lihat kepala daerah banyak susup ajar islam radikal intoleran,22
1887,"@MocangTian @HelfiaNilChalis @AljufryHj Para keparat mah dapat jatah uang keamanan yg jauh lebih besar atas gaji mereka dari cina2 komunis, jadi sangat mustahil akan membela para pekerja lokal, lihat saja siapa yg di tangkap",1,keparat jatah uang aman jauh lebih besar atas gaji cina komunis jadi sangat mustahil bela kerja lokal lihat siapa tangkap,20
1888,@nenni_achir1 @jalanlobang @jokercute_ wkwkwkwk bapak kau minta maaf punya anak laknat kek kau cebong keparat !!!,1,wkwk bapak kamu minta maaf punya anak laknat kamu cebong keparat,11
1889,@regar_0p0sisi Elu anjink anjink bazer sudah merasa berkuasa ya sekkarang  hingga berani menyuruh - nyuruh aparat menangkap caknun… Anjink bazzer rezim keparat,1,kamu anjing anjing buzzer rasa kuasa sekarang hingga berani suruh suruh aparat tangkap caknun anjing buzzer rezim keparat,18
1890,@bachrum_achmadi Lu juga menikmati hasil pembangunannya. Buzzer keparat luh !!,1,kamu nikmat hasil bangun buzzer keparat kamu,7
1891,"@Affan79992133 Gus palsu keparat, ngaku2 gus, gak punya malu pake gelar palsu najis bajingan",1,gus palsu keparat aku gus punya malu pakai gelar palsu najis bajing,12
1892,"@Irwan2yah1 Saya setuju klo untuk urusan begal serahkan saja kpd masyarakat jgn aparat kepolisian lg, percayalah masyarakat pasti akan gerak cepat memberantas begal2 keparat ini.",0,tuju kalau urus begal serah masyarakat jangan aparat polisi percaya masyarakat gerak cepat berantas begal keparat,16
1893,@cursedkidd Masih dikk.. Aq jgaa binggggung sangat knpa aq blum bsa melupakan bajingan keparat ini,0,adik aku bingung sangat aku lupa bajing keparat,8
1894,@SulisWidjaya Inilah kadrun kadrun keparat penggoreng isu... Bedebah kalian yg selalu fitnah pemerintah... Baca berita di ling yg portal nasional... Bajingan perusak kerukunan kalian!!!!,1,ini kadrun kadrun keparat goreng isu bedebah kalian selalu fitnah perintah baca berita ling portal nasional bajing usak rukun kalian,20
1895,@NeiskaH Semua karena uang. Dasar keparat.,1,semua uang dasar keparat,4
1896,"Di atas sebuah meja lain ada KOREK api berwarna hitam tergeletak. Bentuknya mewah jadi sudah pasti ini benda mahal. Keparat itu, dengan uang rakyat yang mereka ambil, malah membeli benda tidak berguna seperti korek api mahal.",0,atas buah meja korek api warna hitam geletak bentuk mewah jadi benda mahal keparat uang rakyat ambil malah beli benda guna korek api mahal,24
1897,@cenie_girl @saka_ku @gibran_tweet Wkwkwkw kadrun keparat model ente cocoknya hidup di tempat sampah,1,wkwk kadrun keparat model kamu cocok hidup tempat sampah,9
1898,@MarahIchsan Itulah yang namanya manusia bejat bangsat keparat gak tau diri,1,nama manusia bejat bangsat keparat tau diri,7
1899,ada ga sih lagu yang menggambarkan klo lu lg kesel bgt sama org bajingan keparat asu,0,sih lagu gambar kalau kamu kesal sangat sama orang bajing keparat anjing,12
1900,"Tuuh kan.. ngk nyambung.. ngetwit tp ngk ngerti & ngk nyambung tau2 nuduh ""nglempar ke org laen"".. memahami yg sdrhana aja ngk bisa sok2an belagak pinter.. gembel lo goblog.. kalo goblog yg fokus, otak lo cape ntr",1,kan sambung mentwit erti sambung tau tuduh lempar orang paham sederhana sok an belaga pintar gembel kamu goblok kalau goblok fokus otak kamu cape,24
1901,"alay lo…. tapi bener sih, gwe baru megang sapu aja dah kek gembel",0,alay kamu benar sih baru pegang sapu gembel,8
1902,Lo mending beli kaca gede perhatiin diri lo. Udah pantas ga lo? Kalo masih gembel kerja yg gajinya gede. Jangan sok balagu.. padahal lo miskin.,1,kamu mending beli kaca besar perhati diri kamu pantas kamu kalau gembel kerja gaji besar jangan sok belaga padahal kamu miskin,21
1903,Lo gembel mulu Ca.,0,kamu gembel selalu ca,4
1904,"ga usa nyama nyamain gue sama lo deh, lo aja kek gembel gt, malu gue di sama samain",1,united state of america sama sama sama kamu deh kamu gembel malu sama sama,14
1905,"penampilan dia kek gembel pasti, maju lo sono kalo bisa benerin Indo",0,tampil gembel maju kamu sana kalau benar indonesia,8
1906,bacot lo gembel,1,bacot kamu gembel,3
1907,Sombong dan jahat bgt lo sebut mereka gembel. Ortu lu aja bukan jeff bezos nyet,1,sombong jahat sangat kamu sebut gembel orang tua kamu bukan jeff bezos monyet,13
1908,gak sekalian lo beli orang seafrika buat maen di club gembel lo itu?!!,1,sekali kamu beli orang seafrika buat main club gembel kamu,10
1909,*Keturunan gembel. *Tanpa nasab silsilah keluarga yg jelas. Bisa jadi rasul agung bangsa2. Congrats semrawutnya nih agama halu lo ya,1,turun gembel nasab silsilah keluarga jelas jadi rasul agung bangsa selamat semrawut nih agama halu kamu,16
1910,"knp temen gw kl ke rumah tu pagi pagi sih, kan guenya kyk gembel",0,teman kalau rumah pagi pagi sih kan saya gembel,9
1911,@myxlcare gembel banget koneksi lo,0,gembel sangat koneksi kamu,4
1912,KENAPA??? LO SUKA MODELAN DUDA GEMBEL KEK DIA???,1,kamu suka model duda gembel,5
1913,"ngaca tolol, kaya ga gembel aja lo",1,kaca tolol gembel kamu,4
1914,Kok ada Umat model Tukang HOAX gini yaa. Gembel lo Njing,1,kok umat model tukang hoaks begini gembel kamu anjing,9
1915,Yg bangsat kan KAUM LO…. Nuduh orang laen…. Tolol lo gembel…,1,bangsat kan kaum kamu tuduh orang tolol kamu gembel,9
1916,Yg rusak OTAK lo.. gk sanggup ngadepin hidup… selamanya di level gembel…,1,rusak otak kamu sanggup hadap hidup lama level gembel,9
1917,Gembel bgt sekarang Wifi gue knp gak bisa Browsing Link2 Yang di GA ya.??,0,gembel sangat sekarang wifi browsing link,6
1918,"@jndivaaA bukan ngemper lagi, gembel",0,bukan emper gembel,3
1919,"Usir gembel yg duduk di jembatan penyebrangan(dekat Citraland)menghalangi orang yang naik/turun,dari/ke halte TransJakarta Grogol",0,usir gembel duduk jembatan seberang dekat citraland halang orang naik turun halte transjakarta grogol,14
1920,"@DonnyJordan1 Gue ga kemana mana Nyet. Gue mundur, tapi tetap ngurus bisnis gue sendiri. Kalau elu kemana Nyet, masih nyari gobanan dari modal akun. Gembel amat idup luh.",1,mana monyet mundur tetap urus bisnis sendiri kalau kamu monyet cari gobanan modal akun gembel hidup kamu,17
1921,"gue belom nonton the devil judge, DAN LAGI LAGI KARNA POSTER TRUS GUE KETINGGALAN NONTON SKRG IH GEMBEL MLSS",0,tonton the devil judge poster terus tinggal tonton sekarang ih gembel malas,12
1922,Bangun bangun gembel,0,bangun bangun gembel,3
1923,"@kochengfs Mandiin harus lebih sering, jarang mandi jadi kek gembel",0,mandi lebih sering jarang mandi jadi gembel,7
1924,"Dih siapa yg mau maen sama lu, muke lu kyk gembel stasiun",1,ih siapa mau main sama kamu muka kamu gembel stasiun,10
1925,"Culi, makasih banyak, akhirnya aku lulus dari sarjana gembel. ",0,culi terima kasih banyak akhir aku lulus sarjana gembel,9
1926,SELAMAT PAGIIII!!!! Mana semangatmu yang bentar lagi jadi gembel?????? https://t.co/PZbUvtxEOP,0,selamat pagi mana semangat bentar jadi gembel,7
1927,@findingnao Kalo kita yg pake pasti dah kaya gembel,0,kalau pakai gembel,3
1928,@HIKARU04jr Gak siap jadi gembel,0,siap jadi gembel,3
1929,"@reishabeIIa Hm, bau gembel....",1,hem bau gembel,3
1930,"Bapak yg gak pernah ngurusin pekerjaan rumah, tiba2 nyuci baju, masak, dan itu dilakukan pas pulang proyek. Pokoknya sekeluarga kek gembel deh ",1,bapak pernah urus kerja rumah tiba cuci baju masak laku pas pulang proyek pokok keluarga gembel deh,17
1931,Gua kira internet gua gembel makanya foto namjoon ga loading. Tau2ny emang ganti jdi abu2 yaaa,0,kira internet gembel foto namjoon loading tau nya memang ganti jadi abu,12
1932,@PakMus281 @NurHaya027 @IhatSolihat05 @Arifnurrohman04 Udah kenyang jadi gembel,0,kenyang jadi gembel,3
1933,@wonsolcrumbs nih sm doi.. wkwk pasti kalo foto selfie berdua .. penampilan udh gembel duluan krn pas foto udh kecapekan abis jalan2 wkwk,0,nih sama wkwk kalau foto swafoto dua tampil gembel lebih pas foto cape habis jalan wkwk,16
1934,WKAKAKAKA biasanya gombal gembel,0,wkwk biasa gombal gembel,4
1935,"@convomf Kuat kok, bayangin aja lg jd gembel yg ga punya uang buat makan sehari, itu bs nambah motivasi gua sii",0,kuat kok bayang jadi gembel punya uang buat makan hari tambah motivasi sih,13
1936,"@tanyakanrl 2018 gempa gede banget di lombok, trs aku sebulanan tidur di lapangan bareng keluarga sm tetangga. Mana reporter tv banyak banget dtg ngeliput, ngerasa kek gembel banget ya allahðŸ˜­ malem kehujanan, kalo masuk rumah juga ga berani karna trauma",0,gempa besar sangat lombok terus aku bulan tidur lapang bareng keluarga sama tetangga mana reporter televisi banyak sangat datang liput rasa gembel sangat allah malam hujan kalau masuk rumah berani trauma,31
1937,@kompascom gembel aja pake ada gengsi segala.....,0,gembel pakai gengsi segala,4
1938,"Kasian sakit jiwa makin ga nyambung lo Cuma bisa jadi gembel pengamat yg gangguan jiwa. Capekan hidup lo ga menarik n miskin. Kuota hemat jalan pilihan lu. Kasian kena mental, sakit ya liat mereka bahagia n lu hidup susah. Semangat jalani kemiskinan sayy",1,kasihan sakit jiwa makin sambung kamu cuma jadi gembel amat ganggu jiwa cape hidup kamu tarik miskin kuota hemat jalan pilih kamu kasihan kena mental sakit lihat bahagia kamu hidup susah semangat jalan miskin sayang,35
1939,Wakakakakak mirror dek yang gembel bukannya lo ya??,1,wkwk mirror adik gembel bukan kamu,6
1940,sok bawa nama baik ARMY tp malah makin mencoreng apa yg dilaluin idola lo sendiri. Gembel,0,sok bawa nama baik army malah makin coreng apa dilaluin idola kamu sendiri gembel,14
1941,"Perkara outfit doang bacot bgt lo kontol. Gua gamau ngikutin standar outfit klen ya pukimak. Gue pke baju senyaman gue, buat apa gue pke baju yang ga nyaman klo dipake. Bacot amat setan. Yang penting kaga kayak gembel",1,perkara outfit doang bacot sangat kamu kontol mau ikut standar outfit kalian pukimak pakai baju nyaman buat apa pakai baju nyaman kalau pakai bacot setan penting kayak gembel,28
1942,"KAPOK Luh Bud… Kalo ampe kejadian dipecat, balik jadi gembel lagi repot hidup Lo. Mari Abah ajarin cara yg elegant mainNya. Jokowi itu bukan Prabowo atau Anies yg lembek kaya tahu dan tempe, Lo tekan di bukan hancur tpi makin keras.. Paham sampe situ?",0,kapok kamu bud kalau jadi pecat balik jadi gembel repot hidup kamu ayah ajar cara elegant main jokowi bukan prabowo anies lembek tahu tempe kamu tekan bukan hancur makin keras paham situ,32
1943,"Hahahaha mampusss, gapunya media buat beking jagoan lu ya bong?? Makanya lo mainin berita kacangan gembel kek gini hahahah, mampoessss",0,haha mampus punya media buat beking jago kamu bong kamu main berita kacang gembel begini haha mampus,17
1944,"berangkat cakep, pulang gembel. Thanks @tiktokIDN acara lo gajelas nyesel jauh2 ke PP mending aing ke kantor tadi",0,berangkat cakap pulang gembel terima kasih acara kamu jelas sesal jauh pp mending aku kantor tadi,16
1945,Yg bosok yg suka ngibul dan suka ngutang akhirnya negara lo gembel. Tanda2 jadi gembel ngutang mulu,0,busuk suka tipu suka utang akhir negara kamu gembel tanda jadi gembel utang selalu,14
1946,"Dia Lo katain kek gembel, lah yang cem lo kek apaan, di bawah sampah?",1,kamu ejek gembel lah macam kamu apa bawah sampah,9
1947,lo gembel aja gue demen chan chan,0,kamu gembel suka chan chan,5
1948,"norak lo bong.. org luar gak sekampungan elo, yg jauh2 ke singapur cm mao liat wahana baru… makanya jgn kelamaan di comberan, kereta cuan2an hasil ngutang aja lo banggain…bikin malu, gembel.",1,norak kamu bong orang luar kampung kamu jauh singapura cuma mau lihat wahana baru jangan lama comberan kereta cuan an hasil utang kamu bangga bikin malu gembel,27
1949,"Gembel apaan anjir? Lo kali yg gembel. Laki2 yg terlalu ganteng sampe dapet sertifikat, ngatain gembel wkwk",1,gembel apa anjir kamu kali gembel laki terlalu ganteng sertifikat maki gembel wkwk,13
1950,bule apaan kontol org kek gembel gitu,1,bule apa kontol orang gembel,5
1951,pernah gk si penampilan lo lagi gembel-gembelnya tbtb ada tamu dtg ke rumah?,0,pernah sih tampil kamu gembel gembel tiba tiba tamu datang rumah,11
1952,Walaahhh tukang tipu nongol.. Ini juga @islah_bahrawi .. Klu @aniesbaswedan jdi presiden.. mungkin aj lo bisa jadi gembel..,1,walah tukang tipu muncul kalau jadi presiden mungkin kamu jadi gembel,11
1953,"Ini mah cowok gembel mental pengemis, seburuk apa sih ekonomi lo ampe makan buat sendiri aja ga mampu apalagi rokok ampe di beliin",1,cowok gembel mental emis buruk apa sih ekonomi kamu makan buat sendiri mampu rokok belikan,15
1954,"ngomong apasi lo gembel, sorry kesabaran gue setipis tisu di belah empat.",0,bicara apa sih kamu gembel maaf sabar setip tisu belah empat,11
1955,dari dulu emang cakep kali lo nya aja yg buta julian gembel wuu…,0,dulu memang cakap kali kamu nya buta juli gembel wuu,10
1956,"Gembel lo bb monyet, segitu aja takut lo cupuuu",1,gembel kamu bb monyet begitu takut kamu cupu,8
1957,"Artis gembel sok kaya, pemulung qurban gak seribut bacod lo",1,artis gembel sok pulung kurban ribut bacot kamu,8
1958,Hahaha org miskin itu bun pengangguran @denmas1993 lo kali penipu wkwkw semenjak ada bunda ga ada pemasukan lo miskin gembel,1,haha orang miskin bunda anggur kamu kali tipu wkwk semenjak bunda pasu kamu miskin gembel,15
1959,"@srolomon Wkwkwk gembel banget ya, untung jadi dipungut acteur.",1,wkwk gembel sangat untung jadi pungut acteur,7
1960,Emang udah bener belio ini dibikin seperti gembel,1,memang benar beliau buat gembel,5
1961,@feldgrav @AREAJULID Klo kita suka lama mikirnya gembel,0,kalau suka lama pikir gembel,5
1962,Fix besok w akan terlihat seperti gembel di antara mba2 sudirman,0,fix besok lihat gembel mbak sudirman,6
1963,"@Gagak_mati @BanG_BoLoN71 Gembel warnet lagi seneng""""nya twitteran.",0,gembel warung internet senang nya main twitter,7
1964,@txtdarigajelas Wkwkw gembel disuruh berenti susah amat,0,wkwk gembel suruh henti susah,5
1965,@Maikelaja2000 Neraka atau surga urusan Allah Dun ( Kirdun) elu mau tau arti kirdun? Artinyq MONYETT dan itu elu.  Paham MONYET GEMBEL. Lagi susana duka masih aja lu Nyet komentar Rasis. Dasar Monyet  Pecundang luhhh!!.,1,neraka surga urus allah dun kirdun kamu mau tau arti kirdun arti monyet kamu paham monyet gembel susana duka kamu monyet komentar racist dasar monyet cundang kamu,27
1966,pernah tapi gajadi soalnya takut jadi gembel,0,pernah jadi soal takut jadi gembel,6
1967,"Jelas dia anak mantan presiden,sedangkan lu anak gembel",1,jelas anak mantan presiden kamu anak gembel,7
1968,Gembel banget dih nih orang https://t.co/RBthKKooPK,1,gembel sangat ih nih orang,5
1969,Siapapun yang ngambil sepatu gua di kampus pliss lu jahat bgtt INI GUA BALIKNYA NYEKER WOI KEK GEMBEL,0,siapa ambil sepatu kampus kamu jahat sangat balik nyeker woi gembel,11
1970,"dkit2 nangis, dsr mata gembel",0,sedikit tangis dasar mata gembel,5
1971,@keuangannews_id Ini mah gembel bukan habib,1,gembel bukan habib,3
1972,@temanduit Ohhh.. ini gembel Yach… pantasan,1,gembel pantas,2
1973,"Gak pernah sadar diri, amit amit dasar gembel gila, hati lu tuh penyakitan",1,pernah sadar diri amit amit dasar gembel gila hati kamu sakit,11
1974,"Tanpa ibuk, lo itu cuma duda ngrantau gembel anjing",1,ibu kamu cuma duda rantau gembel anjing,7
1975,@kaijuunomarch Ganteng gitu dibilang gembel,0,ganteng bilang gembel,3
1976,ada ya yg bangun tidur langsung cakep:D coba gue kalo bangun tidur.. persis gembel https://t.co/AzUKcLcqfX,0,bangun tidur langsung cakap coba kalau bangun tidur persis gembel,10
1977,@teqknik @moonareas gembel anjing skola lu,1,gembel anjing sekolah kamu,4
1978,@democrazymedia gerombolan cebong gembel,1,gerombol cebong gembel,3
1979,@CecepLagi @andikspj123 @ruhulmaani Wkwkwk cuma babi gembel yg lagi halu. Maklumin aje om. Kalo ketemu di jalan jgn lupa kasih dia 2 ribu om,1,wkwk cuma babi gembel halu maklum om kalau ketemu jalan jangan lupa kasih ribu om,15
1980,Gembel gembel gini cakep sih.,0,gembel gembel begini cakap sih,5
1981,muka spek gembel gini aku pernah di tawarin main film bareng sama dilan,0,muka spesifikasi gembel begini aku pernah tawar main film bareng sama dil,12
1982,"Tuhan lu tuh gembel, mati disalib pake pempers doang",1,tuhan kamu gembel mati salib pakai pempers doang,8
1983,@bachrum_achmadi @ch_chotimah2 Hp mu sdh kau ganti dgn iphone 14 pro max blm rum ? Aahhhh gembel lemaahh,1,handphone mu kamu ganti iphone pro max rum ah gembel lemah,11
1984,@kurawa Omongan dan twitt luu sama dengan Kentut gembel...,1,omong twit kamu sama kentut gembel,6
1985,intinya sesuaikan aja kapan harus ber-style dan kapan harus gembel,0,inti sesuai kapan ber gaya kapan gembel,7
1986,@C75162840 SERU ANJIR WALAU SUKA DIBILANG ANAK GEMBEL SAMA EMAK SENDIRI,0,seru anjir suka bilang anak gembel sama ibu sendiri,9
1987,"@detikcom Gak cocok kalau tampang yg naiknya model gembel taliban seperti itu. Orang pasti ber-tanya2, habis ngerampok dimana?",1,cocok kalau tampang naik model gembel talib orang ber tanya habis rampok,12
1988,siapa di sini yg termasuk dalam golongan lambung gembel? Aku akuu,0,siapa sini masuk golong lambung gembel aku aku,8
1989,"@ruhutsitompul Tompul 2 kasian gue leat lu, udah gembel maksa pulak… tompul kpn lu jadi org baik ya, klopun lu jd org baik kagak ada yg percaya deh.""",1,tompul kasihan leat kamu gembel paksa tompul kapan kamu jadi orang baik kalaupun kamu jadi orang baik percaya deh,19
1990,@panggilajaputii ga gembel dirimu putttt,0,gembel diri putttt,3
1991,@fahryasn keluarga gembel,1,keluarga gembel,2
1992,@BantaniHery gembel begitu ..siapa yg simpati,1,gembel siapa simpati,3
1993,"@cokecainee_ kalau miskin jangan banyak tingkah pola makan nya, udah tau lambung gembel",1,kalau miskin jangan banyak tingkah pola makan nya tau lambung gembel,11
1994,"@adityajuliannn Orang-orang gondrong keren bgt, giliran gue kek gembel",0,orang orang gondrong keren sangat gilir gembel,7
1995,Tertibkan gembel yg duduk di jembatan penyebrangan (dekat Citraland) https://t.co/j883vUs795,0,tertib gembel duduk jembatan seberang dekat citraland,7
1996,Gak usah komentar pak @KPU_ID @bawaslu_RI .. daripada jadi gembel,1,usah komentar bapak jadi gembel,5
1997,"ANJIR bener apa kabar aku yang suka pake baju asal dan gembel, asal tarik dari lemari",0,anjir benar apa kabar aku suka pakai baju asal gembel asal tarik lemari,13
1998,"@ruhutsitompul Hei hut kamu ngga direken tuh sama pak anies.Levelmu itu sama saya nih,gembel pasar.Menurut saya aja kamu itu bego banget lho.Jgn marah lho biar ngga tambah keliatan begonya.",1,hai hari ulang tahun kamu reken sama bapak anies level sama nih gembel pasar kamu bodoh sangat kamu jangan marah kamu biar tambah lihat bodoh,25
1999,@leogamteng Kaya pp lu gembel setahun ga gantiðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,0,pp kamu gembel tahun ganti,5
2000,brengsek batuk gue kumat lagi,0,berengsek batuk kumat,3
2001,"Sebenarnya hidup tuh lurus dan enak aja dijalanin, yang brengsek itu pikiran elu sendiri, yang segala macem mikirin hal apalah itu.",0,benar hidup lurus enak jalan berengsek pikir kamu sendiri segala macam pikir apa,13
2002,tolol dasar 5 b alias babi bangsat brengsek bajingan bedebah,1,tolol dasar b alias babi bangsat berengsek bajing bedebah,9
2003,"Gak tahu, karena sejatinya kita gak kenal secara personal sama idolnya jadi gak bisa menilai personality mereka gimana. Yang keliatan baik di depan brengsek di dalam ya buanyaakk saayy, gak cuma di thai doang",0,tahu sejati kenal personal sama idola jadi nilai personality bagaimana lihat baik depan berengsek banyak sayang cuma thailand doang,19
2004,AJI TOLOL BANGET WKWKWKWKWK YA AMPUNNNN ANAK SIAPA SI LUUUU UDAH BENER KITA KERJA URUS RAKYAT AJA AJIIII JANGAN NGOMENIN NETIZEN WKWKWKWKWKWK ADUH BRENGSEK BANGET PERUT GUE SAKIT STALK DOI WKWKWKWK,0,aji tolol sangat wkwk ampun anak siapa sih kamu benar kerja urus rakyat ajiiii jangan komentar warganet wkwk aduh berengsek sangat perut sakit stalk wkwk,25
2005,@jek___ brengsek bgt mulutnya sumpah,1,berengsek sangat mulut sumpah,4
2006,Brengsek ni orang,1,berengsek nih orang,3
2007,@convomf @TRANSTV_CORP yg kaya gini yg di undang tuh bukan cowo brengsek yg lu undang,0,begini undang bukan cowok berengsek kamu undang,7
2008,"karena kadang orang brengsek itu malah lebih menarik gak sih, aduuuh",0,kadang orang berengsek malah lebih tarik sih aduh,8
2009,menurut lo seseorang yg ngelupain masa lalu nya dengan orang baru itu brengsek ga?,0,kamu orang lupa masa lalu nya orang baru berengsek,9
2010,"Si brengsek satu nich, kelakuannya kadang diluar nalar tapi dia ga pernah lupa buat kasih hal kecil kaya gini",0,sih berengsek satu nih laku kadang luar nalar pernah lupa buat kasih kecil begini,14
2011,asa lo brengsek bgt ajg dr segala org lo yang bodoh bgt bodoh bego krna cinta tolol,1,asa kamu berengsek sangat anjing segala orang kamu bodoh sangat bodoh bodoh cinta tolol,14
2012,Jadi dewasa brengsek banget. Suasana hati lagi gak karuan juga tetep harus kelarin kerjaan demi gaji yang gak seberapa itu,0,jadi dewasa berengsek sangat suasana hati karuan tetap selesai kerja gaji berapa,12
2013,saya cinta damai tp klo kita ribut soal pasangan yg brengsek saya ikut,0,cinta damai kalau ribut soal pasang berengsek ikut,8
2014,"brengsek si emang, ga pernah bisa di pegang omongannya",0,berengsek sih memang pernah pegang omong,6
2015,brengsek banget setan,1,berengsek sangat setan,3
2016," Ew udah jijik sama cw manipulatif gini, tinggalin aja redflag soalnya merasa paling tersakiti padahal dia yang brengsek",0,ngewe jijik sama cewek manipulatif begini tinggal redflag soal rasa paling sakit padahal berengsek,14
2017,brengsek udh 2 hari ganapsu makan,0,berengsek hari nafsu makan,4
2018,"Brengsek bgt dah pokonya, udah jelas2 ga knapa2, tp bikin status teraniaya, ajg!!!",0,berengsek sangat pokok jelas bikin status aniaya anjing,8
2019,"Brengsek lucu banget. Bang temen gue bilang lu lucu banget katanya dia pengen temenan sama lu bang, tolong ditemenin lah bang",0,berengsek lucu sangat bang teman bilang kamu lucu sangat kata teman sama kamu bang tani lah bang,17
2020,ips ga jelek cuma mostly emg isinya anak brengsek,1,ilmu tahu sosial jelek cuma paling banyak memang isi anak berengsek,11
2021,Brengsek bener jam segini udah mati listrik.,0,berengsek benar jam gin mati listrik,6
2022,Cowok brengsek atau cewek brengsek emang rata2 dapet cowok dan cewek yang tulus tuh kenapa ya masih heran...,0,cowok berengsek cewek berengsek memang rata cowok cewek tulus heran,10
2023,"@tanyakanrl Klo bisa jgn. Bpk gue brengsek soalnya. Ngatain istrinya lonte pdhl g ngapa2in, emak gue cm dagang, dandan rapi dikira smbl ngelonte. Ngatain anakÂ²nya pembawa sial. kalo pembawa sial YA GAUSAH NGENTOT, ANJING. ATO GA BUNUH AJA DARI DULU. Untung udh mati dia skrg wkwk",1,kalau jangan bapak berengsek soal maki istri lonte padahal in ibu cuma dagang dandan rapi kira ngelonte maki anak nya bawa sial kalau bawa sial usah ngentot anjing bunuh dulu untung mati sekarang wkwk,34
